Institute,Course,Branch/Subject,No. of seats,Course Duration (In Months),Examination Pattern,Annual Tuition Fees,Annual Total Fees,Eligibility Criteria,Additional Criteria,SII Institute Link
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Information Technology),300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Computer Science with minimum 50% score   Or  Diploma in Computer science and engineering with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Electrical with minimum 50% score   Or  Diploma in Electronics and Electrical with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electrical Engineering,400,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Electrical with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electronics and Instrumentation Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Electronics and Communication with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering,200,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Electronics and Communication with minimum 50% score   Or  Diploma in Telecommunication Engineering with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Information Technology,328,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Computer Science with minimum 50% score   Or  Diploma in Computer science and engineering with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Mechanical Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Mechanical Engineering with minimum 50% score   Or  Diploma in Mechanical & Automation Engineering with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Mechatronics Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Mechanical Engineering with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Production Engineering,200,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Mechanical Engineering with minimum 50% score   Or  Diploma in Production with minimum 50% score   Or  Diploma in Production & Industrial Engineering with minimum 50% score   Or  Diploma in Production Engineering with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electronics & Computer Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Engineering with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Computer Science and Systems Engineering,300,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Computer Science with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
Kalinga Institute of Industrial Technology (KIIT),Bachelor of Technology (B.Tech),Electronics & Control System Engineering,190,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score ( Diploma in Engineering with minimum 50% score   Or  Diploma in Electronics and Communication with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0046#Section2
KCG COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Artificial Intelligence,9,48,semester,USD 1190,USD 5500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-352#Section2
KCG COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Fashion Technology,4,48,semester,USD 1190,USD 5500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-352#Section2
KCG COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Information Technology,9,48,semester,USD 1190,USD 5500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-352#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Biotechnology,190,48,semester,USD 4739,USD 7939,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Civil Engineering,170,48,semester,USD 4739,USD 7939,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Computer Science and Engineering,250,48,semester,USD 5300,USD 8500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Information Technology),180,48,semester,USD 5300,USD 21200,"( ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Computer Science and Engineering with Specialization in Artificial Intelligence,150,48,semester,USD 5500,USD 22000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,160,48,semester,USD 4739,USD 7939,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Electronics and Communication Engineering,350,48,semester,USD 5116,USD 8316,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Mechanical Engineering,210,48,semester,USD 4926,USD 8126,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
Koneru Lakshamaiah Education Foundation (Deemed to be University),Bachelor of Technology (B.Tech),Electronics & Computer Engineering,100,48,semester,USD 4926,USD 8126,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0251#Section2
KUMARAGURU COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Biotechnology,3,48,semester,INR 4000,INR 8000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-413#Section2
KUMARAGURU COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Fashion Technology,3,48,semester,USD 4000,USD 8000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-413#Section2
KUMARAGURU COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Information Technology,3,48,semester,USD 6000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-413#Section2
KUMARAGURU COLLEGE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Textile Technology,3,48,semester,USD 4000,USD 8000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-413#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Aerospace Engineering,500,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Automobile Engineering,500,48,semester,USD 4900,USD 8100,( 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Biomedical Engineering,500,48,semester,USD 4900,USD 8100,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score And 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Biotechnology,500,48,semester,USD 4900,USD 8100,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score Or 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Chemical Engineering,501,48,semester,USD 4900,USD 8100,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Civil Engineering,501,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science (Data Science),400,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science and Engineering,1001,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Big Data Analytics),400,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cloud Computing),400,48,semester,USD 4900,USD 8100,( 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),500,48,semester,USD 4900,USD 8100,( 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,500,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Electrical Engineering,500,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,501,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Food Technology,500,48,semester,USD 4900,USD 8100,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score And ( 10+2 in Biology with minimum 50% score  Or  10+2 in Biotechnology with minimum 50% score  Or  10+2 in Mathematics with minimum 50% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Information Technology,501,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Mechanical Engineering,501,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
LOVELY PROFESSIONAL UNIVERSITY,Bachelor of Technology (B.Tech),Mechatronics Engineering,500,48,semester,USD 4900,USD 8100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-336#Section2
